Class,Skewness,Curtosis,Entropy,Variance
0,2.7811,0.66119,0.34179,3.7635
0,10.1374,-1.331,-5.4707,-2.6479
0,8.3682,-1.4004,-1.6509,1.0652
0,11.8797,0.41613,-6.9978,-1.4275
0,10.1808,-4.7857,-4.3366,5.7456
0,3.2798,-1.2701,1.1189,5.086
0,5.4049,-2.5228,-0.89958,3.4092
0,9.3221,2.1307,-4.3793,-0.2361
0,8.9951,-4.383,-4.0327,3.8197
0,1.8127,6.9144,0.70127,-1.1391
0,0.68906,0.77344,1.2095,4.9249
0,6.841,-0.029423,0.44912,2.5089
0,9.2207,-3.7044,-6.8103,-0.2062
0,6.8514,-1.5443,-0.5582,3.946
0,8.1881,-3.1338,-2.5276,-0.278
0,3.2074,-0.15966,-0.26208,1.8592
0,7.6294,1.5754,-3.2233,0.56953
0,-4.449,3.5427,0.15429,3.4626
0,1.1484,2.1401,2.0862,3.3951
0,-0.52974,0.50439,1.106,5.0429
0,7.1783,-1.5195,0.40128,3.7758
0,7.6398,-2.4243,-1.2384,4.6562
0,-2.9674,2.3689,0.75429,4.0948
0,6.063,0.54723,0.51248,1.8384
0,0.43661,4.5864,-0.3151,2.0153
0,0.7201,1.6928,0.64438,3.5251
0,-5.4236,3.8255,-1.2526,3.757
0,3.5178,0.7623,0.81119,2.5989
0,0.97462,4.2265,0.81377,1.8994
0,-3.9482,4.2625,1.1577,3.6941
0,-2.3507,1.7048,0.90946,4.4295
0,5.2187,-2.5425,0.5461,6.8248
0,-2.5163,2.8093,-0.79742,1.8967
0,-6.1665,8.0831,-0.34355,2.1526
0,7.0811,-1.3258,0.22283,3.3004
0,7.05,-0.58808,0.41809,2.7213
0,-3.0336,2.5334,0.20214,3.8846
0,-0.4449,0.23448,0.27843,4.1665
0,5.8561,1.8762,-0.32544,0.94225
0,-0.031048,0.32616,1.1151,5.1321
0,6.8121,1.8128,-0.61251,0.38251
0,-2.5928,2.3183,0.303,3.0333
0,6.0464,-0.11168,-0.58665,2.9233
0,10.2926,-1.2821,-4.0392,1.162
0,2.5762,1.3098,0.5655,3.7791
0,5.9781,1.1941,-0.3526,0.77765
0,-1.0471,8.0514,0.49567,-0.38388
0,9.4359,-0.094543,-1.859,0.21084
0,-4.5938,5.9068,0.57196,2.9571
0,-3.3729,2.5976,0.55257,4.6439
0,-4.3062,6.0241,0.18274,3.3577
0,2.9073,1.0579,0.40774,3.5127
0,10.7044,-3.3085,-4.0767,2.6562
0,10.694,1.7022,-2.9026,-1.3612
0,8.1881,-3.1338,-2.5276,-0.278
0,-6.9321,8.2888,-1.2991,1.04
0,2.7356,1.3278,-0.1832,2.1881
0,-2.6528,2.1375,0.94437,4.2756
0,6.8741,0.91995,-0.6694,-0.11996
0,8.7944,-3.6359,-1.3754,2.9736
0,-3.3109,2.6491,0.066365,3.7798
0,3.7557,-1.7345,1.0789,5.3586
0,6.1292,0.84027,0.55257,1.8373
0,0.89599,5.7568,-0.11596,1.2262
0,-0.56078,7.7215,0.453,-0.048008
0,-0.024841,1.2421,-0.56208,0.5706
0,0.46351,1.4281,2.0202,4.3634
0,-4.1634,3.5008,-0.078462,3.482
0,-3.2633,3.0895,-0.98492,0.51947
0,-2.628,3.1529,-0.08622,2.3164
0,11.0334,3.1863,-4.8888,-1.8348
0,8.8793,-1.9136,-0.53751,1.3754
0,5.8974,0.49839,-0.70044,-0.16682
0,7.1328,-0.31475,-1.1828,0.29961
0,9.3262,-3.6873,-6.2543,0.25035
0,1.3926,1.7125,0.41421,2.4673
0,6.6424,-1.1425,-1.0573,0.77805
0,2.9508,1.0271,0.5461,3.4465
0,-4.1427,5.2333,-0.40173,2.2429
0,-3.884,3.3577,-0.0060486,3.7321
0,-3.584,3.6884,0.74912,4.3365
0,10.8223,2.6439,-4.837,-2.0759
0,7.6398,-2.0824,-1.1698,4.0715
0,5.8209,1.1959,-0.64613,0.76163
0,7.3273,0.46583,-1.4543,-0.53966
0,5.7919,0.065686,-1.5759,2.6213
0,-3.3378,2.5865,-0.54785,3.0242
0,5.3905,-2.4037,-0.061652,5.8519
0,-0.0248,1.2421,-0.5621,0.5706
0,11.1513,-3.9272,-4.3444,3.9771
0,9.1814,-1.6326,-1.7375,1.5478
0,0.36625,2.1992,0.48403,0.74054
0,10.2243,-1.097,-4.0159,0.49571
0,7.8612,-0.87598,-3.5569,1.645
0,6.8576,-1.1622,0.28231,3.6077
0,-3.7082,5.2804,0.41291,3.2403
0,10.2491,-4.0926,-4.4659,3.9166
0,6.0299,-2.0156,-0.065531,3.9262
0,10.4643,-4.3839,-4.3379,5.591
0,-3.6978,3.9943,1.3051,3.7522
0,4.5462,2.2935,0.22541,1.3114
0,6.9942,-1.8511,-0.12889,3.7022
0,-3.1039,2.3757,0.78532,4.364
0,1.4423,1.0219,1.4008,3.5829
0,-4.8297,3.4553,-0.25174,4.65
0,3.9606,-1.983,0.40774,5.1731
0,3.4184,0.20706,-0.066824,3.2692
0,1.6223,3.0312,0.71679,2.4012
0,-4.4697,8.2219,-1.8073,1.7257
0,6.9859,-1.9967,-0.35001,4.7965
0,10.1891,-3.9323,-4.1827,4.0962
0,3.3605,2.0321,0.26809,2.5559
0,8.5709,-3.0326,-0.59182,3.4916
0,-3.2633,3.0895,-0.9849,0.5195
0,7.2673,-0.409,-2.2431,2.9856
0,5.4132,-1.8219,0.23576,4.0932
0,-0.76978,5.5854,1.3039,1.7748
0,0.32694,0.17965,1.1797,5.2012
0,-1.3678,7.0858,-0.40303,-0.45062
0,8.1116,-2.9512,-1.4724,4.8451
0,7.2756,1.1504,-0.5388,0.74841
0,8.5565,-3.3917,-1.5474,5.1213
0,-3.7454,2.8273,-0.71208,3.6181
0,8.5234,1.4461,-3.9306,0.040498
0,10.1374,-1.331,-5.4707,-2.6479
0,0.70975,0.75716,-0.44441,0.37984
0,0.091039,6.2204,-1.4828,-0.95923
0,10.0008,-3.2049,-3.1095,2.8672
0,9.109,-0.62064,-1.7129,1.0182
0,11.4535,2.1092,-3.9629,-2.7143
0,-3.1081,2.4537,0.52024,3.8244
0,2.121,1.8385,0.38317,2.7961
0,6.7086,-0.81857,0.47886,3.5358
0,8.7241,2.2215,-4.5965,-0.7056
0,7.2756,-2.4766,-1.2099,4.1542
0,9.4318,-0.66263,-1.6728,0.92703
0,-6.4748,8.0514,-0.41855,1.8216
0,12.6247,0.73573,-7.6612,-2.4473
0,-3.0957,2.8093,0.24481,3.5862
0,9.6594,-0.28819,-1.6638,0.66191
0,1.7071,-0.051701,1.4926,4.7926
0,8.3516,-2.5425,-1.2823,4.9852
0,3.0294,2.9164,-0.068117,0.75736
0,7.6336,-1.9427,-0.37458,4.6499
0,7.1742,0.78457,-0.75734,-0.023579
0,0.0082678,6.6042,-0.53104,0.85574
0,0.66009,6.0096,-0.43277,0.88298
0,-4.391,4.7466,1.137,4.0422
0,8.0992,-0.24877,-3.2698,2.2546
0,6.5989,-0.3336,-0.56466,0.38478
0,-5.1711,6.5991,0.57455,3.1541
0,0.23589,4.8477,1.437,2.3969
0,2.0755,-0.2702,1.2379,4.7114
0,10.1477,-3.9366,-4.0728,4.0127
0,3.1681,1.9619,0.18662,2.6606
0,1.8541,-0.023425,1.2314,3.931
0,8.693,1.3989,-3.9668,0.01727
0,0.40971,1.4015,1.1952,3.2414
0,3.5757,0.35273,0.2836,2.2504
1,3.3191,-1.3927,-1.9948,-1.3971
1,-0.14279,-0.031994,0.35084,0.39012
1,-7.1535,7.8929,0.96765,-1.6677
1,-12.8047,15.6824,-1.281,-3.8483
1,-8.213,10.083,0.96765,-3.5681
1,-0.30626,1.3347,1.3763,-2.2804
1,2.7397,-2.5323,-2.234,-1.7582
1,3.1991,-1.8219,-2.9452,-0.89409
1,0.12415,-0.28733,0.14654,0.3434
1,-6.661,5.8245,0.5461,-0.9854
1,-9.1359,9.3444,-0.65259,-2.4115
1,-6.2534,5.3524,0.59912,-1.5252
1,-0.091058,-0.31818,0.50214,-0.61442
1,2.8928,-3.6461,-3.0603,-0.36506
1,6.5679,0.67661,-6.6797,-5.9034
1,2.7521,-0.72261,-2.353,-1.8215
1,-1.8768,2.4023,1.1319,-0.77461
1,-9.0366,9.0162,-0.12243,-1.8187
1,-12.9309,13.1779,-2.5677,-3.5801
1,-6.8824,5.4681,0.057313,-1.8219
1,-0.38696,-0.47841,0.62627,-0.3481
1,3.3605,-4.5064,-4.0431,0.47368
1,4.8587,-0.76888,-4.8668,-3.4083
1,-0.30005,1.4238,0.024986,-1.6662
1,-7.1059,6.6188,-0.33708,-2.0962
1,-10.4519,9.1139,-1.7323,-2.6685
1,-4.3496,1.9901,0.7517,-0.47465
1,1.1857,-2.6411,0.11033,1.0552
1,3.8095,-4.9408,-4.0909,1.1644
1,7.3708,-0.31218,-6.7754,-4.4779
1,0.45523,2.4391,0.21766,-2.7338
1,-5.4484,5.8039,0.88231,-2.286
1,-6.3444,4.6575,0.16981,-1.6244
1,0.47799,-1.9804,0.57714,0.50813
1,4.2503,-4.9023,-2.6621,1.6408
1,4.84,-5.2613,-6.0823,0.81583
1,9.1048,-0.38758,-5.9763,-5.4901
1,2.7935,0.32274,-0.86078,-3.2238
1,-1.5147,1.219,0.44524,-2.0631
1,-2.0113,-0.19565,0.066365,-0.91318
1,1.9327,-3.2888,-0.32415,0.6005
1,3.3377,-4.0557,-1.6741,0.91315
1,3.0729,-3.3857,-2.9155,-0.28015
1,3.3253,-0.51954,-3.5737,-3.6085
1,8.6806,0.0091344,-3.703,-6.2003
1,3.3419,0.77258,-0.99785,-4.2932
1,-0.062088,0.68604,-0.055186,-3.0265
1,-0.010356,-0.99337,-0.53104,-1.7015
1,2.4748,-2.9452,-1.0276,-0.64326
1,1.9348,-2.3729,-1.0897,-0.86339
1,1.0512,-0.46298,-1.0974,-2.0659
1,1.5685,-0.084261,-1.7453,-2.1333
1,-1.4733,2.8718,0.44653,-1.2568
1,-6.841,10.7402,-1.0172,-3.1128
1,-5.9037,10.9818,-0.82199,-4.8554
1,3.8654,-0.3336,-1.2797,-2.588
1,1.4733,-1.4192,-0.58535,0.24394
1,-5.0966,6.6779,0.17498,-1.5322
1,-13.4979,17.6772,-3.3202,-4.0025
1,-8.3123,12.4547,-1.4375,-4.0173
1,-0.53181,2.3877,0.77627,-3.0731
1,3.2301,-1.3575,-2.5819,-1.979
1,-0.14693,0.044265,-0.15605,-0.4294
1,-7.0314,7.4936,0.61334,-2.234
1,-12.4736,14.9704,-1.3884,-4.211
1,-8.0971,10.1772,0.65084,-3.8073
1,-0.10554,1.2798,1.0414,-2.5912
1,3.0915,-2.3969,-2.6711,-2.2482
1,3.2922,-1.9702,-3.4392,-1.4427
1,-0.020702,-0.066267,-0.44699,-0.39416
1,-6.6383,5.7491,-0.10691,-1.522
1,-9.0407,9.0694,-0.98233,-2.8267
1,-6.0237,5.2419,0.29524,-1.7263
1,0.039307,-0.24192,0.31593,-0.94255
1,3.0025,-3.6067,-3.4457,-0.89569
1,6.6651,0.52581,-7.0107,-6.2815
1,3.166,-1.0002,-2.7151,-2.3211
1,-2.0776,2.8093,0.60688,-1.3414
1,-9.3263,9.3727,-0.85949,-2.258
1,-12.8461,12.7957,-3.1353,-3.8858
1,-6.7893,5.2761,-0.32544,-1.8969
1,-0.24832,-0.45613,0.41938,-0.52645
1,3.5612,-4.407,-4.4103,0.0096613
1,4.898,-0.92311,-5.0801,-3.8826
1,-0.16762,1.321,-0.20906,-2.1405
1,-7.3046,6.839,-0.59053,-2.4824
1,-10.0712,8.4156,-1.9948,-2.9098
1,-4.002,1.8471,0.6017,-0.60975
1,1.1071,-2.4706,-0.062945,0.83625
1,3.9544,-4.772,-4.4853,0.60731
1,7.0542,-0.17252,-6.959,-4.8861
1,0.42212,2.6225,-0.064238,-3.1366
1,-5.6574,6.103,0.65214,-2.5754
1,-6.5865,4.8486,-0.021566,-1.8782
1,0.57318,-1.9402,0.44007,0.24261
1,4.2855,-4.8457,-2.9013,1.296
1,5.0097,-5.0394,-6.3862,0.25943
1,9.1752,-0.27448,-6.0422,-5.873
1,2.6901,0.16165,-1.0224,-3.4605
1,-1.4402,1.1273,0.16076,-2.3797
1,-1.7175,-0.52553,-0.21036,-1.2424
1,1.9182,-3.2828,-0.61768,0.20216
1,3.5012,-3.9795,-1.7841,0.59823
1,3.2322,-3.282,-3.1004,-0.77995
1,3.4619,-0.47841,-3.8879,-4.1409
1,8.7696,0.23191,-3.937,-6.5084
1,3.4288,0.56265,-1.1672,-4.4996
1,0.10139,0.55323,-0.2957,-3.3125
1,0.3766,-1.2898,-0.82458,-1.9423
1,2.5349,-3.0464,-1.2629,-0.75793
1,1.9824,-2.3163,-1.1957,-0.95403
1,1.4671,-0.72689,-1.1724,-2.2173
1,1.9679,-0.42357,-2.1125,-2.799
1,-0.84841,2.5377,0.097399,-1.8629
1,-6.2285,10.2389,-1.1543,-3.5916
1,-5.3118,10.3846,-1.0612,-5.1216
1,4.0372,-0.45356,-1.8228,-3.2854
1,1.4174,-1.4252,-1.1246,-0.56877
1,-4.8359,6.6479,-0.060358,-2.3518
1,-13.2889,17.3087,-3.2194,-4.4861
1,-7.7267,11.9655,-1.4543,-4.3876
1,-0.32696,2.1324,0.6017,-3.3604
1,2.9984,-1.1664,-1.6185,-1.0112
1,-1.0512,1.4024,0.77369,0.030219
1,-8.4985,9.1122,1.2379,-1.6514
1,-12.7406,15.5573,-0.14182,-3.2692
1,-6.8452,8.9999,2.1353,-2.5701
1,0.25244,0.7623,1.7758,-1.3066
1,3.2881,-2.2701,-2.2224,-1.6637
1,2.8659,-1.6488,-2.4319,-0.55008
1,-0.69529,0.87711,0.29653,0.21431
1,-7.4473,6.492,0.36119,-0.77288
1,-9.0883,9.2416,-0.10432,-1.8391
1,-5.1277,4.5624,1.4797,-0.63298
1,0.62905,-0.64121,0.75817,0.0040545
1,3.1784,-3.5767,-3.1896,-0.28696
1,6.6258,-0.19908,-6.8607,-5.2406
1,2.1438,-0.47241,-1.6677,-1.4446
1,-2.8018,3.7115,0.99739,-0.65767
1,-10.1498,9.6152,-1.2332,-1.5449
1,-12.0205,11.9149,-2.7552,-2.8957
1,-5.7381,4.3919,0.3211,-0.81479
1,0.65388,-1.1793,0.39998,0.50225
1,3.6357,-4.4044,-4.1414,0.74521
1,4.0537,-0.45699,-4.0327,-2.9146
1,-1.3781,2.3055,-0.021566,-1.3907
1,-8.1157,7.0858,-1.2112,-1.786
1,-9.2828,7.719,-1.7168,-1.7322
1,-3.4619,1.7048,1.1008,0.55298
1,1.852,-3.0121,0.003003,2.031
1,4.0309,-4.6435,-3.9125,1.2279
1,6.2699,0.15822,-5.5457,-4.2249
1,-0.77392,3.3602,0.00171,-2.5346
1,-6.332,6.0987,0.14266,-1.749
1,-5.167,3.4399,0.052141,-0.539
1,0.89599,-1.9702,0.65472,1.5631
1,4.5565,-4.9888,-2.8987,2.3917
1,4.7738,-4.8431,-5.5909,0.89512
1,8.1819,0.27818,-5.0323,-5.4808
1,1.7713,0.68946,-0.4638,-2.8833
1,-2.2535,1.518,0.61981,-1.4174
1,-0.94981,-1.0731,0.3211,0.4283
1,2.2121,-3.1183,-0.11725,1.5904
1,3.6833,-4.0129,-1.7207,1.7425
1,3.2405,-3.0669,-2.7784,-0.23356
1,3.9958,-0.35845,-3.9047,-3.6227
1,7.9295,0.61663,-3.2646,-6.1536
1,2.6652,0.78886,-0.7819,-3.9172
1,-0.23798,0.56008,0.05602,-2.2214
1,0.89392,-1.6283,-0.56854,-0.49241
1,2.4066,-2.8416,-0.59958,0.26517
1,1.8189,-2.2169,-0.56725,-0.10234
1,1.0926,-0.35502,-0.59958,-1.6176
1,1.254,0.27218,-1.0728,-1.8448
1,-2.4087,4.5735,0.47627,-1.2786
1,-7.6563,11.8318,-0.84268,-2.902
1,-5.5167,10.939,-0.4082,-4.3773
1,3.8385,-0.79544,-1.2138,-2.0529
1,0.70148,-0.51182,0.0055892,0.18868
1,-6.841,8.9494,0.68058,-1.7279
1,-13.7731,17.9274,-2.0323,-3.3793
1,-7.1121,11.3897,-0.083634,-3.1273
1,-0.05588,1.949,1.353,-2.121
1,3.4329,-1.2144,-2.3789,-1.7697
1,0.13863,-0.19651,0.0081754,-0.0012852
1,-6.8121,7.1398,1.3323,-1.682
1,-12.1736,14.3689,-0.61639,-3.4917
1,-8.6289,10.4403,0.97153,-3.1158
1,-0.48422,1.704,1.7435,-2.0891
1,2.7852,-2.1835,-1.9276,-1.6936
1,3.2715,-1.7671,-3.2608,-1.2846
1,0.39315,-0.32846,-0.13794,-0.092194
1,-6.3879,5.5255,0.79955,-1.0292
1,-9.1069,8.9991,-0.28406,-2.2083
1,-6.3113,5.355,0.80472,-1.0744
1,-0.23591,0.020273,0.76334,-0.51003
1,3.0439,-3.4816,-2.7836,-0.36372
1,6.4479,1.0836,-6.6176,-6.3979
1,3.3129,-0.88369,-2.8974,-2.2501
1,-1.2519,2.2635,0.77239,-1.1859
1,-8.8131,8.7086,-0.21682,-1.8076
1,-12.9889,13.0545,-2.7202,-3.3863
1,-7.108,5.6454,0.31335,-1.4106
1,-0.68287,0.096532,1.1965,-0.21394
1,3.5674,-4.3882,-3.8116,0.48797
1,5.1401,-0.65063,-5.4306,-3.8167
1,0.20692,1.2473,-0.3707,-1.9555
1,-6.4479,6.0344,-0.20777,-2.1786
1,-9.9532,8.4756,-1.8733,-2.3299
1,-4.0061,1.7956,0.91722,0.0031201
1,1.0595,-2.3437,0.39998,1.3518
1,3.8923,-4.8277,-4.0069,1.2309
1,7.5032,-0.13396,-7.5034,-5.0301
1,0.60836,2.7039,-0.23751,-3.0799
1,-5.227,5.63,0.91722,-2.2987
1,-6.541,4.8151,-0.033204,-1.239
1,0.29176,-1.6506,0.83834,0.75896
1,4.2068,-4.5398,-2.3931,1.6799
1,5.2022,-5.2159,-6.1211,0.63655
1,9.2952,-0.43642,-6.3694,-6.0598
1,2.8763,0.1548,-1.2086,-3.518
1,-1.4092,1.1582,0.36507,-2.0336
1,-1.7672,-0.34474,-0.12372,-0.69745
1,1.9161,-3.1098,-0.20518,0.75108
1,3.4826,-3.6307,-1.3961,0.84546
1,3.2136,-3.3085,-2.7965,-0.55648
1,3.2239,-0.69347,-3.4004,-3.6817
1,8.8172,-0.061983,-3.725,-6.7526
1,3.4515,0.66719,-0.94742,-4.577
1,0.31245,0.45041,0.068951,-2.9883
1,0.14277,-1.1622,-0.48579,-1.4781
1,2.3383,-2.9812,-1.0431,-0.46651
1,1.6533,-2.1964,-0.78061,-0.8734
1,1.1815,-0.55552,-0.81165,-2.1234
1,2.0838,-0.46813,-1.6767,-2.3142
1,-0.98912,2.3586,0.39481,-1.4233
1,-6.6362,10.5405,-0.89182,-3.0866
1,-6.1789,11.388,-1.0741,-4.7331
1,3.8964,-0.1888,-1.1672,-2.8829
1,1.525,-1.4089,-0.76121,-0.036127
1,-4.778,6.2109,0.3974,-1.7104
1,-13.0551,16.9583,-2.3052,-3.8203
1,-8.5089,12.363,-0.95518,-3.7181
1,-0.60424,2.6045,1.3776,-2.899
1,2.7956,-1.2341,-1.5668,-0.98193
1,-1.1816,1.3818,0.7336,-0.17296
1,-8.6848,9.155,0.94049,-1.9409
1,-12.4922,14.8881,-0.47027,-3.5713
1,-6.6258,8.6521,1.8198,-2.9915
1,0.31038,0.77344,1.4189,-1.8483
1,3.2964,-2.2563,-2.4642,-2.2677
1,2.868,-1.8108,-2.2612,-0.50816
1,-1.0885,1.0039,0.48791,0.14329
1,-7.9026,6.7807,0.34179,-0.90784
1,-9.3676,9.3333,-0.10303,-2.0042
1,-5.1008,4.5367,1.3866,-0.93587
1,0.54214,-0.52725,0.6586,-0.40804
1,3.3812,-3.6684,-3.456,-0.8172
1,6.6755,-0.24278,-6.5775,-4.8392
1,2.1376,-0.47584,-1.3974,-1.2792
1,-3.226,3.8058,1.1836,-0.66008
1,-10.7665,10.2184,-1.0043,-1.7713
1,-12.2377,11.9552,-2.1603,-3.0061
1,-5.8395,4.5641,0.68705,-1.1022
1,0.39108,-0.98223,0.42843,0.11806
1,3.735,-4.4379,-4.3741,0.11686
1,3.9213,-0.49212,-3.6371,-2.7264
1,-1.6906,2.518,0.51636,-1.2369
1,-8.6475,7.6796,-0.66682,-1.8439
1,-9.6035,7.7764,-0.97716,-1.8554
1,-3.3584,1.3749,1.3569,0.16358
1,1.9596,-3.0584,-0.12243,1.5077
1,4.1199,-4.569,-4.1414,0.67886
1,5.8333,0.54723,-4.9379,-3.9934
1,-0.78427,3.0141,0.76205,-2.3898
1,-6.7686,6.6753,0.89912,-1.7976
1,-5.5602,4.0483,0.903,-0.70867
1,1.1029,-2.3,0.59395,1.0194
1,4.78,-5.1362,-3.2362,1.7875
1,4.8773,-4.9194,-5.8198,0.27331
1,8.0433,0.044265,-4.4983,-5.1661
1,1.6327,0.83598,-0.091393,-2.7028
1,-2.2183,1.6054,0.89394,-1.4904
1,-1.0243,-0.94024,0.64955,-0.014902
1,2.2638,-3.1046,-0.11855,0.88992
1,3.6957,-4.1594,-1.9379,1.0637
1,3.1329,-3.0112,-2.9388,-0.8471
1,4.0289,-0.35845,-3.8957,-3.9594
1,7.6584,0.5558,-2.9155,-5.8818
1,2.5162,0.83341,-0.30993,-3.7747
1,-0.24418,0.70146,0.41809,-2.4198
1,0.80494,-1.6411,-0.19225,-0.83535
1,2.6528,-2.7756,-0.65647,-0.30432
1,1.7237,-2.1501,-0.77027,-0.60254
1,1.1815,-0.53324,-0.82716,-2.1059
1,1.2271,0.18564,-1.091,-2.0441
1,-2.2121,4.2591,0.27972,-1.5621
1,-7.2135,11.6433,-0.94613,-3.2305
1,-4.9932,10.4052,-0.53104,-4.8426
1,3.6668,-0.6969,-1.2474,-2.3147
1,0.60422,-0.38587,-0.059065,-0.11716
1,-6.719,9.0162,0.099985,-2.0066
1,-13.6779,17.5795,-2.6181,-3.6961
1,-6.5389,10.5234,-0.48967,-3.6012
1,0.18002,1.7956,0.97282,-2.6286
1,2.9611,-1.2864,-1.4647,-0.82601
1,-0.99326,1.0947,0.88619,0.31803
1,-8.4385,8.8483,0.96894,-1.4454
1,-13.0365,15.6773,-0.66165,-3.1423
1,-6.959,8.8054,1.5289,-2.5373
1,0.18416,0.90539,1.5806,-1.366
1,3.3088,-2.2829,-2.1978,-1.7064
1,2.9094,-1.7859,-2.2069,-0.41965
1,-0.82358,0.78543,0.74524,0.37637
1,-7.9233,6.7156,0.74394,-0.55355
1,-9.5828,9.4044,0.081882,-1.6001
1,-5.554,4.7749,1.547,-0.37013
1,0.22347,-0.47327,0.97024,0.12126
1,3.2674,-3.5562,-3.0888,-0.27068
1,6.6486,-0.049987,-6.5206,-5.119
1,2.3134,-0.44499,-1.4905,-1.3946
1,-3.3771,4.1211,1.5043,-0.69879
1,-10.5244,9.9176,-0.5026,-1.48
1,-12.813,12.6689,-1.9082,-2.6649
1,-6.301,4.7843,1.106,-0.62684
1,0.25865,-0.84085,0.96118,0.518
1,3.764,-4.4738,-4.0483,0.64376
1,4.1986,-0.5898,-3.9642,-2.9821
1,-1.5706,2.4357,0.49826,-1.4628
1,-8.7903,7.9735,-0.45475,-1.7101
1,-9.8808,8.1088,-1.0806,-1.5572
1,-3.7723,1.6131,1.5754,0.74428
1,1.7982,-2.9581,0.2099,2.0177
1,3.913,-4.5544,-3.8672,1.164
1,6.0692,0.57208,-5.4668,-4.3667
1,-1.0553,3.8949,0.77757,-2.5919
1,-6.8141,6.7019,1.1681,-1.8046
1,-5.7154,3.8298,1.0233,-0.71868
1,0.66837,-2.0267,1.0271,1.4378
1,4.5503,-4.976,-2.7254,2.1943
1,4.8525,-4.7986,-5.6659,0.7376
1,8.1261,0.13081,-5.0142,-5.637
1,1.7775,0.73745,-0.45346,-3.0193
1,-2.09,1.584,0.71162,-1.6706
1,-1.1505,-0.95138,0.57843,-0.1269
1,2.0982,-3.1954,0.12843,1.2198
1,3.6067,-4.0557,-1.5966,1.4501
1,3.0977,-2.9607,-2.6892,-0.40857
1,3.8157,-0.31304,-3.8194,-3.8952
1,8.0102,0.4247,-3.2207,-6.3679
1,2.7749,0.68261,-0.71984,-4.1429
1,-0.097265,0.61663,0.061192,-2.6864
1,0.79459,-1.6968,-0.46768,-1.0555
1,2.4769,-2.9512,-0.66165,-0.29858
1,1.7734,-2.2469,-0.68104,-0.49948
1,0.99945,-0.28562,-0.70044,-1.9881
1,1.5706,0.045979,-1.122,-1.9389
1,-1.8624,4.026,0.55127,-1.4375
1,-7.5756,11.8678,-0.57889,-3.1875
1,-5.6636,10.969,-0.33449,-4.6765
1,3.8468,-0.63435,-1.175,-2.0285
1,0.73252,-0.67891,0.03533,0.26637
1,-6.4624,8.4773,0.31981,-1.7589
1,-13.6593,17.6052,-2.4927,-3.5985
1,-7.2404,11.4419,-0.57113,-3.3582
1,-0.10554,1.9336,1.1358,-2.3629
1,3.3791,-1.2256,-2.6621,-2.1802
1,-0.15521,0.060545,-0.088807,-0.40951
1,-7.257,7.9597,0.9211,-2.2918
1,-12.8006,15.6199,-0.95647,-4.0214
1,-8.215,10.3315,0.98187,-3.3884
1,-0.49457,1.333,1.6543,-2.0046
1,2.7956,-2.378,-2.3491,-1.7063
1,3.3584,-1.7302,-3.5646,-1.6386
1,0.32487,-0.33617,-0.36036,-0.41645
1,-6.6072,5.8022,0.31593,-1.5877
1,-9.349,9.7942,-0.28018,-2.5961
1,-6.4789,5.7568,0.87325,-1.5228
1,-0.097265,-0.21793,1.0426,-0.53072
1,2.8452,-3.6436,-3.1004,-0.49081
1,6.8017,0.85483,-7.5344,-6.5773
1,2.7645,-0.62578,-2.8573,-2.4621
1,-1.9162,2.5154,0.59912,-1.3995
1,-9.3304,9.233,-0.79871,-2.3221
1,-12.9723,12.9817,-2.684,-3.73
1,-7.1163,5.7902,0.16723,-1.6988
1,-0.64562,-0.42014,0.89136,-0.26654
1,3.3108,-4.5081,-4.012,0.33325
1,4.7283,-0.49126,-5.2159,-4.2091
1,-0.68494,1.9833,-0.44829,-2.3142
1,-7.4494,6.8964,-0.64484,-2.4835
1,-10.5099,9.0239,-1.9547,-2.7611
1,-4.449,2.1067,0.94308,-0.36025
1,0.9022,-2.3506,0.42714,1.0117
1,3.8426,-4.9314,-4.1323,0.96708
1,7.259,0.070827,-7.3004,-5.2049
1,-0.02691,2.9618,-0.44958,-3.3203
1,-5.7899,6.0122,0.046968,-2.565
1,-6.572,4.7689,-0.94354,-1.5951
1,0.17174,-1.7859,0.36119,0.7049
1,3.9544,-4.7412,-2.5017,1.7331
1,4.8504,-5.2133,-6.1043,0.6818
1,9.2848,0.014275,-6.7844,-6.3364
1,2.4273,0.6809,-1.0871,-3.8053
1,-2.1252,1.7151,0.45171,-2.1979
1,-2.2121,-0.051701,0.099985,-0.87874
1,1.7299,-3.1963,-0.1457,0.74067
1,3.4226,-3.9692,-1.7116,0.98296
1,3.1929,-3.4054,-3.1832,-0.3489
1,3.5219,-0.38415,-3.8608,-3.8552
1,8.9931,0.2182,-4.572,-6.9599
1,3.1205,1.075,-1.2966,-4.7462
1,-0.14279,0.97565,0.045675,-3.2051
1,-0.080711,-0.75774,-0.3707,-1.7549
1,2.4811,-2.8673,-0.89828,-0.59587
1,2.0279,-2.3652,-1.2746,-0.89542
1,1.2767,-0.64206,-1.2642,-2.0754
1,1.8023,0.1805,-2.3931,-3.2778
1,-1.254,2.9986,0.36378,-2.2183
1,-6.572,10.5251,-0.16381,-3.5895
1,-5.8023,11.244,-0.3901,-5.0477
1,3.944,-0.07912,-2.1203,-3.5741
1,1.7361,-1.4938,-1.1582,-0.7351
1,-4.7428,6.3489,0.11162,-2.2617
1,-13.0634,17.1116,-2.8017,-4.244
1,-8.304,12.555,-1.5099,-4.0218
